"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,48,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"AUS","Australia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,499,,
"AUT","Austria","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,491,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,500,,
"CAN","Canada","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,517,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,495,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,501,,
"FIN","Finland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,516,,
"FRA","France","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,494,,
"DEU","Germany","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,500,,
"GRC","Greece","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,453,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,479,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,481,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,505,,
"ITA","Italy","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,477,,
"JPN","Japan","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,520,,
"KOR","Korea","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,520,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,477,,
"MEX","Mexico","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,416,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,502,,
"NZL","New Zealand","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,503,,
"NOR","Norway","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,497,,
"POL","Poland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,513,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,492,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,469,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,503,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,498,,
"TUR","Türkiye","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,462,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,503,,
"USA","United States","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,495,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,400,,
"CHL","Chile","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,438,,
"EST","Estonia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,526,,
"ISR","Israel","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,465,,
"LVA","Latvia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,487,,
"RUS","Russia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,481,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,504,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,488,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,20,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,20,,
"FRA","France","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"KOR","Korea","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,20,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"TUR","Türkiye","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"USA","United States","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.7,,
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.2,,
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.8,,
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.1,,
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,17,,
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.5,,
"FRA","France","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.4,,
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14.5,,
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.7,,
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.4,,
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.8,,
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.9,,
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.7,,
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,27.3,,
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.3,,
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.2,,
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6,,
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.7,,
"POL","Poland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.8,,
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.3,,
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.5,,
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.8,,
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"TUR","Türkiye","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,27.1,,
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"USA","United States","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.7,,
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.7,,
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,23.4,,
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.9,,
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.7,,
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.7,,
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.8,,
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,17,,
"ZAF","South Africa","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,28.5,,
"OECD","OECD - Total","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"FRA","France","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"TUR","Türkiye","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"USA","United States","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"OECD","OECD - Total","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"FRA","France","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"POL","Poland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,49,,
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,45,,
"TUR","Türkiye","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"USA","United States","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,55,,
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.3,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.9,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.4,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.4,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.6,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84.4,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.3,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.7,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.1,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.2,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.8,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.9,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84,,
"TUR","Türkiye","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.6,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.3,,
"USA","United States","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.9,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.9,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.6,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.8,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.9,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.5,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,73.2,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,64.2,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
