"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"CRI","Costa Rica","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",53.4851635701888,,
"CRI","Costa Rica","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",55.5039706445561,,
"CRI","Costa Rica","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",47.8514131126867,,
"CRI","Costa Rica","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",50.1190533737605,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",68.1319441897927,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",68.6332418710386,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",68.7364326132358,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",69.2521225117013,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",70.6737433548278,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",70.4621457929716,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",68.8269626390893,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",67.325156286477,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",67.0997499260904,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",65.6366486874249,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",66.296815784627,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",66.9979111263244,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",69.0102680608524,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",71.6149789720266,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",73.5148379030384,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",75.0045968882796,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",75.0290012165396,,
"SVN","Slovenia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",75.527973821444,"B","Break"
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",60.7193429623336,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",61.3287904599659,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",62.0788121073672,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",62.9032258064516,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",63.1197448535808,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",63.2056156770986,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",63.7004405286344,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",63.8683886838868,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",64.5427728613569,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",66.3565426170468,"B","Break"
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",67.7557251908397,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",68.9302325581395,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",70.3738611372919,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",72.0239974739501,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",73.8922537456168,"B","Break"
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",75.1524879614767,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",75.0080723280594,,
"JPN","Japan","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",75.7152145643693,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",62.3999550084274,"B","Break"
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",63.8141198408532,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",65.1598203084375,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",66.289994606981,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",67.7272011790241,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",68.3694187818334,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",69.2530412531103,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",69.4986079499102,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",70.1066589399786,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",70.4458230330098,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",70.4744520848265,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",70.8275451721315,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",71.4017512592446,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",71.9098052239679,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",72.3680596061362,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",73.0232151501531,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",72.1000677788808,,
"AUT","Austria","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",72.188602021418,"B","Break"
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",58.7260608431479,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",60.1867508653102,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",60.4813528830636,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",62.0714368971143,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",63.1029987071152,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",63.2949191082645,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",63.9577898921284,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",63.9043050355162,"B","Break"
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",64.3544088072348,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",64.9808161070904,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",65.8642525396599,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",65.9514814430946,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",65.9909676559504,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",66.7678264206684,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",68.5875504330081,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",69.2604590330454,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",69.1618019033359,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",69.9017334900828,"B","Break"
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",58.6522180833051,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",58.903743315508,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",60.067025890393,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",60.913318967997,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",63.4087757720269,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",61.5083140178737,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",60.9569392551176,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",61.3354535528098,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",61.0071125235408,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",61.4271256589759,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",62.1900827638817,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",63.6348914157845,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",66.1720389854165,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",67.6691591844367,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",68.6081346326435,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",70.2101994350739,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",69.5025115412838,,
"SVK","Slovak Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",74.1659771530343,"B","Break"
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",7.45117889056254,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",7.5,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",7.4,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",8.3,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",63.0514705882353,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",63.6332939388823,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",64.0972268851138,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",64.5601792855532,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",64.9385497068274,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",64.138253869183,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",63.6959962986831,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",64.7717100855136,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",65.5097616788226,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",66.8893037178241,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",67.8329320743168,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",69.2562193796783,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",71.4807124400436,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",73.1682988055271,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",74.7230098381234,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",75.1515636712192,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",74.8298508724546,,
"CZE","Czech Republic","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",74.9884488092034,"B","Break"
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",68.4500585879656,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",68.6103445206089,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",69.2265130842649,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",69.1679815134611,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",69.0107609246241,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",67.1504524747977,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",66.4147303385878,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",65.9183450220607,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",66.074517151917,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",66.0991415385351,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",66.6412731666091,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",66.8581878244455,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",67.4602709887459,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",68.2837523250237,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",68.8882424806562,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",69.6746698959037,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",65.8513245419536,,
"USA","United States","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",67.8986642962408,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",73.6990280759961,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",74.2960737592327,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",75.4604164748106,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",75.2586350329854,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",75.3407197048157,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",73.4577439289436,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",72.7078832055595,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",72.1573729511731,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",72.3902248177755,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",72.376608965814,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",72.1010494135261,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",72.722260012818,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",73.5425094110936,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",74.4798419989303,"B","Break"
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",75.101710776376,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",76.103354456284,,
